,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
1366,1366,7937,Paula Vizoso,67,70,64,65,70,39,70,33,47,10,9,49,11,7,27,29,15,19,29,22,9,10,21,30,50,20,15,13,15,15,11,10,51,20,50,19,GK,2,1,Right,"171cm / 5'7""",55kg / 121lb,,24,Spain,Liga F,Real Betis,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paula-vizoso/272108,70.0,64.0,65.0,70.0,70.0
1367,1367,7937,Olivia Wade-Katoa,67,65,65,66,68,65,62,67,64,67,67,66,66,45,58,68,62,56,70,66,58,68,71,68,66,69,58,65,58,66,67,62,67,62,66,51,CM,3,2,Right,"173cm / 5'8""",65kg / 143lb,,24,United States,NWSL,Portland Thorns,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/olivia-wade-katoa/71502,,,,,
1368,1368,7937,Kennedy Wesley,67,55,44,59,60,67,66,54,56,45,40,59,43,32,41,57,50,40,67,59,58,56,53,70,67,66,63,68,60,67,68,66,68,52,73,67,CB,3,2,Right,"165cm / 5'5""",60kg / 132lb,,23,United States,NWSL,San Diego Wave,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kennedy-wesley/71586,,,,,
1369,1369,7937,Amanda West,67,69,66,59,69,39,64,68,69,68,67,67,63,58,67,54,46,58,69,60,56,68,69,68,68,71,62,36,62,35,39,36,70,63,66,60,ST,3,2,Left,"165cm / 5'5""",58kg / 128lb,LM,23,Canada,NWSL,Houston Dash,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amanda-west/70684,,,,,
1370,1370,7937,Nicole Woldmann,67,68,66,61,65,47,64,67,68,71,68,69,63,50,62,66,69,58,62,50,44,63,64,62,65,69,63,42,64,38,58,38,70,65,65,57,RM,3,3,Right,"171cm / 5'7""",60kg / 132lb,RW,21,Germany,GPFBL,Carl Zeiss Jena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicole-woldmann/265147,,,,,
1371,1371,7937,Summer Yates,67,59,63,61,66,41,44,60,58,68,68,56,63,38,58,66,40,55,72,66,48,67,52,61,67,72,56,32,44,37,47,45,40,55,38,44,CAM,3,3,Right,"163cm / 5'4""",57kg / 126lb,,24,United States,NWSL,Orlando Pride,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/summer-yates/273504,,,,,
1372,1372,7937,Patri Zugasti,67,61,71,64,67,32,65,58,64,69,75,66,74,59,64,61,60,69,70,59,69,66,61,61,55,72,66,31,58,25,31,30,65,67,69,51,ST,3,3,Right,"165cm / 5'5""",63kg / 139lb,,24,Spain,Liga F,Athletic Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patri-zugasti/276445,,,,,
1373,1373,9009,Emeri Adames,66,68,64,61,66,34,47,67,69,65,66,68,62,65,43,60,62,42,68,54,58,67,65,62,61,68,53,34,53,28,35,32,54,34,49,56,RW,3,3,Left,"165cm / 5'5""",57kg / 126lb,"LW, ST, RM",18,United States,NWSL,Seattle Reign,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emeri-adames/71610,,,,,
1374,1374,9009,Amy Anderson,66,68,60,61,65,56,58,68,68,64,60,66,57,54,52,60,48,44,73,65,40,64,67,57,67,67,65,66,50,42,68,48,62,62,62,44,CM,3,2,Right,"162cm / 5'4""",57kg / 126lb,,26,Scotland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amy-anderson/74024,,,,,
1375,1375,9009,Brooke Aspin,66,53,34,50,50,66,68,52,54,18,35,38,35,23,41,35,34,38,68,59,36,45,45,39,59,59,51,64,68,65,68,61,73,54,77,63,CB,3,2,Right,"175cm / 5'9""",66kg / 146lb,,19,England,Barclays WSL,Chelsea,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brooke-aspin/275457,,,,,
1376,1376,9009,Alina Axtmann,66,57,49,58,56,67,50,55,59,42,49,64,39,52,40,36,69,21,71,58,47,52,41,36,62,69,61,60,67,70,69,67,59,51,50,48,RB,2,2,Right,"167cm / 5'6""",59kg / 130lb,,19,Germany,GPFBL,SC Freiburg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alina-axtmann/266404,,,,,
1377,1377,9009,Sophie Baggaley,66,68,63,74,64,44,62,46,41,8,7,56,15,14,21,47,16,13,30,31,17,19,46,59,64,20,30,18,8,11,16,18,60,20,63,29,GK,3,1,Right,"167cm / 5'6""",65kg / 143lb,,27,England,Barclays WSL,Brighton,Far Reach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sophie-baggaley/265279,68.0,63.0,74.0,62.0,64.0
1378,1378,9009,Jette Behrens,66,62,59,59,66,56,61,64,61,71,62,59,56,39,60,68,36,50,69,63,39,65,66,61,69,70,60,59,49,47,65,54,59,65,61,58,CM,2,2,Left,"173cm / 5'8""",60kg / 132lb,,18,Germany,GPFBL,SV Werder Bremen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jette-behrens/277268,,,,,
1379,1379,9009,Sofia Cava Marin,66,57,47,47,57,68,61,61,53,29,48,55,42,32,59,38,32,40,65,40,42,48,63,60,71,64,58,68,66,70,67,68,68,58,63,60,CB,2,2,Right,"173cm / 5'8""",60kg / 132lb,,20,Germany,GPFBL,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofia-cava-marin/277265,,,,,
1380,1380,9009,Shannon Cooke,66,65,52,53,55,66,69,71,60,29,48,57,62,31,66,31,34,59,71,71,25,52,52,45,60,61,65,62,72,71,64,61,83,64,73,61,CB,3,2,Right,"175cm / 5'9""",68kg / 150lb,,24,England,Barclays WSL,West Ham,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shannon-cooke/273919,,,,,
1381,1381,9009,Ana Dias,66,74,67,51,62,16,59,73,75,65,68,67,66,57,69,58,40,48,60,38,45,60,62,70,64,64,60,11,66,10,10,12,75,65,67,28,ST,3,3,Right,"171cm / 5'7""",60kg / 132lb,,26,Portugal,NWSL,Portland Thorns,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ana-dias/261856,,,,,
1382,1382,9009,Jo-Anne Cronquist,66,60,32,50,55,68,62,59,60,27,26,44,35,25,45,37,30,48,70,57,31,49,60,59,69,61,46,69,67,68,69,63,67,66,61,56,CB,3,2,Right,"172cm / 5'8""",63kg / 139lb,,19,Sweden,Sverige Liga,FC Rosengård,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jo-anne-cronquist/276238,,,,,
1383,1383,9009,Ángeles,66,73,60,57,68,45,66,72,74,71,63,61,55,45,61,55,41,42,72,54,41,66,62,71,72,71,66,48,59,34,51,41,74,64,72,50,ST,2,2,Right,"170cm / 5'7""",63kg / 139lb,,26,Spain,Liga F,RCD Espanyol,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/angeles/275782,,,,,
1384,1384,9009,Anouk Denton,66,71,43,56,57,65,63,72,71,39,31,59,60,26,38,35,56,58,65,60,59,54,61,68,62,57,54,66,54,61,71,64,67,62,63,61,RB,4,2,Right,"163cm / 5'4""",55kg / 121lb,,21,England,Barclays WSL,West Ham,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anouk-denton/273687,,,,,
1385,1385,9009,Cheza,66,62,59,62,72,24,71,23,25,10,10,47,11,12,21,31,22,19,28,31,15,14,32,61,61,21,23,12,15,10,15,14,41,30,41,18,GK,2,1,Right,"174cm / 5'9""",60kg / 132lb,,23,Spain,Liga F,UD Tenerife,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cheza/71503,62.0,59.0,62.0,71.0,72.0
1386,1386,9009,Martina Fernández,66,63,46,59,59,67,61,64,63,45,45,61,34,31,61,52,58,35,66,62,49,51,69,58,66,67,59,62,65,67,70,68,66,62,57,68,CB,2,2,Right,"168cm / 5'6""",58kg / 128lb,,19,Spain,Liga F,FC Barcelona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martina-fernandez/268947,,,,,
1387,1387,9009,Noelia Gil,66,70,58,60,70,29,65,30,28,6,9,45,5,6,12,22,11,11,15,15,10,9,25,30,65,20,15,12,7,12,10,24,48,30,50,18,GK,2,1,Right,"171cm / 5'7""",62kg / 137lb,,30,Spain,Liga F,Real Betis,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noelia-gil/272198,70.0,58.0,60.0,65.0,70.0
1388,1388,9009,Ana María Guzmán,66,65,47,56,65,62,63,66,65,58,46,51,41,40,52,40,66,46,68,45,42,63,64,65,66,72,50,61,52,66,63,62,63,63,64,61,LB,3,2,Right,"162cm / 5'4""",53kg / 117lb,,19,Colombia,GPFBL,FC Bayern München,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ana-maria-guzman/276441,,,,,
1389,1389,9009,Jyllissa Harris,66,53,39,50,55,69,60,49,56,33,36,50,38,29,41,36,41,33,64,56,47,55,32,54,64,61,53,65,67,70,70,68,64,50,65,59,CB,2,2,Right,"173cm / 5'8""",61kg / 134lb,,24,United States,NWSL,Houston Dash,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jyllissa-harris/273487,,,,,
1390,1390,9009,Shae Holmes,66,32,37,51,60,68,59,32,32,43,37,39,37,32,34,34,43,32,66,58,46,59,33,72,64,67,59,69,67,66,70,68,59,41,66,63,CB,3,2,Left,"173cm / 5'8""",62kg / 137lb,LB,24,United States,NWSL,Seattle Reign,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shae-holmes/273484,,,,,
1391,1391,9009,Monika Ibishaj,66,66,55,64,66,42,62,64,67,60,57,60,51,39,50,66,63,34,70,67,40,68,64,66,62,67,50,42,43,36,48,40,56,67,65,51,LM,3,3,Left,"170cm / 5'7""",63kg / 139lb,LW,19,Switzerland,Schweizer Damen Liga,FC Zürich,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/monika-ibishaj/277709,,,,,
1392,1392,9009,Toma Ihlenburg,66,51,39,53,51,68,63,30,69,39,33,59,33,19,58,44,37,28,72,60,20,36,62,56,59,68,49,62,66,72,70,64,57,60,62,69,CB,2,2,Right,"167cm / 5'6""",58kg / 128lb,CM,21,Germany,GPFBL,Carl Zeiss Jena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/toma-ihlenburg/272283,,,,,
1393,1393,9009,Jasmin Janning,66,65,64,62,67,19,63,20,17,11,15,47,11,16,16,33,11,14,16,18,18,12,20,28,68,11,15,12,13,11,13,15,36,15,30,19,GK,2,1,Right,"173cm / 5'8""",61kg / 134lb,,19,Germany,GPFBL,Carl Zeiss Jena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jasmin-janning/72562,65.0,64.0,62.0,63.0,67.0
1394,1394,9009,Emely Joester,66,67,59,59,68,50,55,69,65,72,62,56,59,31,55,65,39,46,69,64,39,67,68,66,70,69,61,66,40,29,63,48,52,54,55,58,CM,2,2,Right,"165cm / 5'5""",55kg / 121lb,,20,Germany,GPFBL,SGS Essen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emely-joester/274662,,,,,
1395,1395,9009,Nicole Kozlova,66,61,65,63,68,45,64,63,60,70,66,64,63,60,59,63,60,58,68,59,59,67,64,68,67,70,65,46,65,39,44,41,69,62,64,67,CAM,3,3,Right,"165cm / 5'5""",58kg / 128lb,,24,Ukraine,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicole-kozlova/74030,,,,,
1396,1396,9009,Esther Laborde,66,75,44,65,57,61,64,74,75,43,42,58,35,33,62,59,61,48,72,67,58,48,68,56,68,65,58,53,59,66,60,64,67,65,57,79,RB,2,3,Right,"160cm / 5'3""",52kg / 115lb,CB,20,Spain,Liga F,Madrid CFF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/esther-laborde/268949,,,,,
1397,1397,9009,Abbie Larkin,66,69,56,60,65,49,49,72,67,72,58,58,51,42,48,60,69,34,67,44,45,64,68,57,68,69,48,50,39,53,50,46,51,45,50,49,LW,3,3,Right,"167cm / 5'6""",57kg / 126lb,LM,19,Republic of Ireland,Barclays WSL,Crystal Palace,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abbie-larkin/273378,,,,,
1398,1398,9009,Danielle Marcano,66,66,50,61,65,24,45,67,65,64,59,50,32,35,46,63,63,34,66,59,44,65,58,70,71,67,49,21,30,26,22,21,36,68,33,47,RM,3,3,Right,"170cm / 5'7""",58kg / 128lb,RW,27,United States,Arkema PL,FC Nantes,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/danielle-marcano/73980,,,,,
1399,1399,9009,Courtney Nevin,66,67,47,62,58,65,63,73,62,46,41,58,59,24,32,41,62,62,71,70,61,51,73,81,56,58,60,66,64,62,67,62,72,65,61,61,LB,3,2,Left,"165cm / 5'5""",59kg / 130lb,CB,22,Australia,Barclays WSL,Leicester City,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/courtney-nevin/262867,,,,,
1400,1400,9009,Nicole Ojukwu,66,69,62,61,64,41,61,68,70,70,63,61,60,55,57,63,63,47,65,59,42,64,66,57,64,64,58,31,38,30,60,40,55,62,62,58,LM,2,3,Right,"163cm / 5'4""",55kg / 121lb,LW,18,Austria,GPFBL,SC Freiburg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicole-ojukwu/73026,,,,,
1401,1401,9009,Karoline Olesen,66,63,61,64,63,52,57,71,56,67,66,55,60,48,51,65,56,54,69,66,52,64,63,74,65,62,49,67,54,33,64,43,63,70,56,41,CM,3,2,Right,"165cm / 5'5""",52kg / 115lb,,19,Denmark,Barclays WSL,Everton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karoline-olesen/277793,,,,,
1402,1402,9009,Alba Pérez,66,64,42,60,60,65,56,67,62,41,38,55,40,34,50,51,66,40,64,66,50,58,53,61,61,66,61,70,50,64,68,60,60,61,58,44,RB,2,2,Right,"170cm / 5'7""",62kg / 137lb,,24,Spain,Liga F,Granada CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alba-perez/275765,,,,,
1403,1403,9009,Noel Rammie,66,70,67,59,66,23,62,68,71,68,70,66,64,57,63,64,53,54,65,48,55,68,63,72,59,67,58,22,54,13,24,17,66,67,70,35,ST,3,2,Right,"152cm / 5'0""",51kg / 112lb,,23,United States,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noel-rammie/74046,,,,,
1404,1404,9009,Marina Rivas,66,56,61,65,67,51,52,59,53,62,60,63,62,54,54,66,52,62,72,66,68,66,71,72,62,70,54,58,51,36,60,52,50,65,46,51,CM,3,3,Right,"160cm / 5'3""",52kg / 115lb,,19,Spain,Liga F,Madrid CFF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marina-rivas/272077,,,,,
1405,1405,9009,Mia Schmid,66,51,57,48,64,71,52,53,50,32,59,61,58,31,63,36,31,33,69,51,29,68,38,55,70,69,51,69,67,73,71,68,56,53,47,60,CB,2,2,Right,"172cm / 5'8""",60kg / 132lb,,19,Switzerland,GPFBL,Turbine Potsdam,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mia-schmid/72447,,,,,
1406,1406,9009,Lilith Schmidt,66,62,62,60,62,56,60,62,62,69,63,63,60,54,55,66,41,44,68,62,58,65,40,37,68,67,59,70,46,46,62,48,55,72,57,53,CM,2,2,Right,"160cm / 5'3""",55kg / 121lb,,18,Germany,GPFBL,1. FC Köln,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lilith-schmidt/271846,,,,,
1407,1407,9009,Kimberley Smit,66,63,45,59,59,68,64,61,64,40,44,54,41,39,51,55,53,45,68,61,41,56,63,57,65,61,68,69,67,68,68,66,69,65,64,60,CB,3,2,Right,"178cm / 5'10""",67kg / 148lb,,25,Holland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kimberley-smit/74027,,,,,
1408,1408,9009,Iris Stiekema,66,64,57,58,65,52,63,65,63,70,60,53,57,32,55,65,36,35,70,64,30,64,66,59,70,66,58,63,44,42,60,48,56,69,65,54,CM,3,2,Right,"170cm / 5'7""",60kg / 132lb,,22,Holland,Nederland Vrouwen Liga,Ajax,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/iris-stiekema/275947,,,,,
1409,1409,9009,Chinaza Uchendu,66,69,65,59,64,36,60,70,68,67,65,66,62,61,70,55,43,65,68,61,62,62,69,69,66,64,64,44,69,12,41,42,73,71,67,25,ST,3,3,Right,"172cm / 5'8""",64kg / 141lb,"CM, CAM",26,Nigeria,Arkema PL,FC Nantes,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chinaza-uchendu/246638,,,,,
1410,1410,9009,María Valle,66,66,41,60,65,65,65,66,66,45,40,45,40,41,40,45,50,40,75,69,50,60,71,64,60,70,69,60,59,60,72,70,67,59,66,70,CB,2,2,Right,"170cm / 5'7""",55kg / 121lb,,19,Spain,Liga F,Real Sociedad,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maria-valle/272034,,,,,
1411,1411,9009,Regina van Eijk,66,67,63,59,66,22,70,23,21,11,12,44,13,11,19,21,17,12,16,14,15,13,22,25,60,14,19,15,12,13,11,14,37,26,30,14,GK,2,1,Right,"174cm / 5'9""",61kg / 134lb,,22,Holland,Nederland Vrouwen Liga,Ajax,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/regina-van-eijk/275968,67.0,63.0,59.0,70.0,66.0
1412,1412,9009,Emily Whelan,66,63,66,56,65,51,60,64,63,68,71,62,60,58,59,50,54,48,66,48,42,63,54,59,68,72,61,50,58,43,58,50,64,60,60,59,ST,3,2,Right,"163cm / 5'4""",58kg / 128lb,RM,22,Republic of Ireland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emily-whelan/265203,,,,,
1413,1413,9009,Lily Yohannes,66,69,57,59,69,56,59,69,69,62,61,50,59,39,50,65,42,49,68,62,41,71,66,57,70,72,52,66,49,49,62,50,58,66,56,56,CM,2,2,Right,"174cm / 5'9""",59kg / 130lb,,17,United States,Nederland Vrouwen Liga,Ajax,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lily-yohannes/277951,,,,,
1414,1414,10108,Hildur Antonsdóttir,65,63,60,61,66,58,62,64,63,66,61,62,58,43,59,63,49,56,69,62,53,68,54,50,62,69,69,61,65,45,66,57,70,55,68,54,CM,3,3,Right,"165cm / 5'5""",62kg / 137lb,,28,Iceland,Liga F,Madrid CFF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hildur-antonsdottir/277544,,,,,
1415,1415,10108,Libby Bance,65,45,55,64,67,62,57,45,45,58,53,64,53,54,47,57,58,47,73,69,51,68,59,64,59,72,58,58,35,71,66,54,45,60,62,46,CM,3,3,Right,"171cm / 5'7""",63kg / 139lb,,21,England,Barclays WSL,Brighton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/libby-bance/265291,,,,,
1416,1416,10108,Hannah Cain,65,71,61,61,66,36,56,72,70,64,61,59,66,60,55,64,67,63,61,46,62,67,64,59,60,67,58,35,51,33,38,30,63,54,58,53,LM,3,3,Right,"164cm / 5'5""",57kg / 126lb,"ST, RM, LW",25,Wales,Barclays WSL,Leicester City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hannah-cain/265224,,,,,
1417,1417,10108,Beatriz Cameirão,65,68,61,60,66,56,63,68,68,70,64,59,59,37,60,62,47,56,69,58,43,66,66,59,69,68,58,63,49,44,68,46,60,68,63,59,CM,2,2,Right,"165cm / 5'5""",58kg / 128lb,,23,Portugal,Liga Portugal Feminino,SL Benfica,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/beatriz-cameirao/73230,,,,,
1418,1418,10108,Alessia Capelletti,65,63,66,65,66,27,68,29,24,5,5,49,7,6,11,24,9,11,22,23,10,5,24,50,49,15,26,9,12,6,12,10,38,20,30,24,GK,2,1,Right,"168cm / 5'6""",56kg / 123lb,,25,Italy,Calcio A Femminile,Juventus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessia-capelletti/72950,63.0,66.0,65.0,68.0,66.0
1419,1419,10108,Mia Enderby,65,75,64,51,67,21,61,74,75,63,68,59,60,58,64,62,28,56,63,39,37,66,69,68,59,69,58,16,60,17,17,14,73,61,65,46,ST,3,3,Right,"166cm / 5'5""",60kg / 132lb,,19,England,Barclays WSL,Liverpool,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mia-enderby/276722,,,,,
1420,1420,10108,Kennedy Fuller,65,60,61,64,67,64,65,59,61,66,60,68,59,57,57,61,61,60,70,60,56,68,54,69,63,72,57,63,59,64,66,62,66,65,69,57,CAM,4,3,Left,"165cm / 5'5""",60kg / 132lb,CM,17,United States,NWSL,Angel City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kennedy-fuller/71583,,,,,
1421,1421,10108,Fiona Gaisser,65,71,62,45,66,46,59,69,72,69,66,59,60,49,60,42,29,45,60,38,32,66,68,60,68,68,59,45,63,40,53,30,69,62,60,49,ST,2,2,Right,"174cm / 5'9""",62kg / 137lb,CAM,20,Germany,GPFBL,Carl Zeiss Jena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fiona-gaisser/73022,,,,,
1422,1422,10108,Laura Kiontke,65,66,64,63,63,15,65,15,16,12,12,47,13,14,11,15,15,12,17,16,13,11,20,29,63,10,15,11,18,15,14,15,36,15,30,13,GK,2,1,Right,"169cm / 5'7""",60kg / 132lb,,35,Germany,GPFBL,Carl Zeiss Jena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laura-kiontke/265143,66.0,64.0,63.0,65.0,63.0
1423,1423,10108,Sophia Martin,65,62,65,55,66,49,62,62,62,67,69,63,60,56,58,50,56,47,64,46,41,66,60,60,67,71,57,47,59,41,56,45,65,65,62,58,ST,3,2,Left,"170cm / 5'7""",63kg / 139lb,,17,Scotland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sophia-martin/278163,,,,,
1424,1424,10108,Landy Mertz,65,62,62,64,66,57,52,60,63,66,65,60,63,40,54,66,60,53,67,65,56,66,61,66,66,68,57,64,46,56,59,52,50,59,51,46,CM,3,2,Right,"163cm / 5'4""",58kg / 128lb,,24,United States,NWSL,NC Courage,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/landy-mertz/71609,,,,,
1425,1425,10108,Julia Mickenhagen,65,66,65,58,66,53,55,60,70,70,69,64,59,50,63,49,59,53,65,57,46,65,64,66,67,68,60,49,63,45,61,50,60,61,52,55,ST,2,2,Right,"168cm / 5'6""",57kg / 126lb,,19,Germany,GPFBL,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julia-mickenhagen/279695,,,,,
1426,1426,10108,Tamara Morávková,65,67,64,60,66,43,63,66,67,64,64,65,69,40,58,55,57,60,65,60,56,67,58,65,62,69,61,23,56,33,60,52,68,61,70,45,LM,3,3,Right,"165cm / 5'5""",56kg / 123lb,LW,21,Slovakia,Ceska Liga Žen,Slavia Praha,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tamara-moravkova/275822,,,,,
1427,1427,10108,Makenna Morris,65,66,62,62,65,56,54,67,65,66,64,64,60,53,52,66,51,52,68,66,50,66,66,73,68,64,58,65,64,50,55,51,63,59,52,50,CM,4,2,Right,"165cm / 5'5""",58kg / 128lb,,22,United States,NWSL,Washington Spirit,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/makenna-morris/279908,,,,,
1428,1428,10108,Emily Orman,65,66,63,61,65,43,64,43,43,11,7,46,8,7,19,50,9,12,15,16,10,8,44,41,60,11,59,10,9,12,11,8,61,31,69,19,GK,2,1,Right,"182cm / 6'0""",70kg / 154lb,,21,England,Barclays WSL,Chelsea,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emily-orman/270406,66.0,63.0,61.0,64.0,65.0
1429,1429,10108,Malena Ortiz,65,53,54,66,63,60,44,55,51,61,55,61,51,41,42,61,60,51,75,72,42,60,54,54,61,70,70,55,61,52,71,60,48,52,34,60,CM,3,2,Right,"159cm / 5'3""",50kg / 110lb,,27,Spain,Liga F,Valencia CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/malena-ortiz/73521,,,,,
1430,1430,10108,Samara Ortiz,65,64,37,61,51,63,54,62,65,49,35,38,37,37,42,49,59,41,72,63,51,41,60,61,65,58,65,68,55,62,65,59,57,62,51,51,LB,2,2,Right,"159cm / 5'3""",50kg / 110lb,RB,27,Spain,Liga F,RC Deportivo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samara-ortiz/72215,,,,,
1431,1431,10108,Wassilah Pacaud,65,64,57,60,66,54,63,66,62,65,57,60,58,47,48,57,43,44,72,68,54,68,62,56,59,70,49,56,51,43,66,52,64,55,70,57,CM,3,3,Right,"172cm / 5'8""",61kg / 134lb,CAM,18,France,Arkema PL,En Avant Guingamp,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wassilah-pacaud/272506,,,,,
1432,1432,10108,Clara Rodríguez,65,57,34,51,47,66,63,55,59,35,34,41,30,35,29,35,49,35,65,50,38,33,51,51,61,62,61,65,60,61,72,66,63,71,60,62,LB,2,2,Left,"166cm / 5'5""",60kg / 132lb,,21,Spain,Liga F,Granada CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/clara-rodriguez/72223,,,,,
1433,1433,10108,Alara Sehitler,65,66,67,65,68,57,59,65,66,67,70,68,68,39,67,62,65,68,68,63,62,68,66,58,63,72,62,62,40,55,62,53,56,52,67,46,CM,3,3,Left,"173cm / 5'8""",60kg / 132lb,CAM,17,Germany,GPFBL,FC Bayern München,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alara-sehitler/277039,,,,,
1434,1434,10108,Bea Sprung,65,66,58,60,64,43,57,68,64,58,65,53,52,45,47,56,58,42,69,57,49,65,54,68,62,70,45,40,41,40,49,39,56,63,63,33,RM,3,3,Right,"170cm / 5'7""",57kg / 126lb,"CM, RW",19,Sweden,Sverige Liga,FC Rosengård,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bea-sprung/275914,,,,,
1435,1435,10108,Miriaél Taylor,65,50,69,62,69,45,69,65,38,69,66,71,76,68,63,60,53,69,68,59,62,69,70,61,67,72,58,35,68,29,60,47,80,60,84,42,RM,3,3,Right,"170cm / 5'7""",68kg / 150lb,"ST, CAM, RW",24,England,Barclays WSL,Aston Villa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/miriael-taylor/267374,,,,,
1436,1436,10108,Kate Taylor,65,67,36,47,52,67,60,68,66,42,31,51,32,33,41,41,39,33,61,40,31,41,61,59,66,61,61,66,62,69,70,62,68,59,61,55,CB,2,2,Right,"178cm / 5'10""",62kg / 137lb,RB,20,New Zealand,Arkema PL,Dijon FCO,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kate-taylor/273258,,,,,
